file,label,page,text,id,surrounding_text,link
11.pdf,timexy,11,14 year,"TIMEX3 type=""DURATION"" value=""P14Y""",14 year.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=11
11.pdf,DATE,11,September 24th of last year,,12       A   Officially September 24th of last year.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=11
11.pdf,DATE,11,what year,,"1       Q   What, if any, education have you had since      11:11
2 high school?
3       A   I have my associate's of science in
4 culinary arts.
5       Q   And from what institution?                      11:11
6       A   Johnson & Wales University.
7       Q   Did you receive a degree from there?
8       A   I did.
9       Q   In what year?
10       A   That would have been 2003.                      11:11
11       Q   Who is Raquel Rose Pennington?
12       A   My ex-wife.
13       Q   Because I want to be respectful, how
14 should I refer to her, Ms. Pennington, Rocky, or
15 Raquel?                                                   11:11
16       A   Rocky or Raquel is perfectly fine.
17       Q   Okay.  You were married to Rocky, so there
18 came a time when you began to date Rocky; correct?
19       A   Correct.
20       Q   When did you start dating Rocky?                11:11
21       A   That would have been June of 2014 --
22       Q   And did --
23       A   -- I believe.
24       Q   And did there come a time when you became
25 engaged to Rocky?                                         11:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=11
11.pdf,DATE,11,June of 2014,,"1       Q   What, if any, education have you had since      11:11
2 high school?
3       A   I have my associate's of science in
4 culinary arts.
5       Q   And from what institution?                      11:11
6       A   Johnson & Wales University.
7       Q   Did you receive a degree from there?
8       A   I did.
9       Q   In what year?
10       A   That would have been 2003.                      11:11
11       Q   Who is Raquel Rose Pennington?
12       A   My ex-wife.
13       Q   Because I want to be respectful, how
14 should I refer to her, Ms. Pennington, Rocky, or
15 Raquel?                                                   11:11
16       A   Rocky or Raquel is perfectly fine.
17       Q   Okay.  You were married to Rocky, so there
18 came a time when you began to date Rocky; correct?
19       A   Correct.
20       Q   When did you start dating Rocky?                11:11
21       A   That would have been June of 2014 --
22       Q   And did --
23       A   -- I believe.
24       Q   And did there come a time when you became
25 engaged to Rocky?                                         11:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=11
11.pdf,DATE,12,the preceding days,,"1       Q   And when you're referring to the wedding,       11:13
2 are you referring to the wedding between Mr. Depp
3 and Ms. Heard?
4       A   Correct.
5       Q   You were invited to the wedding?                11:13
6       A   Correct.
7       Q   Ms. -- Rocky had been invited as well?
8       A   Correct.
9       Q   Did you hear the story at the time, or did
10 you hear it later?                                        11:13
11       A   I heard it fairly -- fairly recently --
12 immediately following.  I would say within a half an
13 hour of it occurring.
14       Q   Who informed you of that?
15       A   I don't recall exactly.  Yeah, to be            11:14
16 honest with you, I don't recall exactly who informed
17 me.
18       Q   Did you have any discuss- -- putting aside
19 who informed you, what, if any, discussions did you
20 have with Rocky about the alleged incident?               11:14
21       A   I just made sure she was okay.  To be very
22 honest with you, there had been quite a bit of
23 interpersonal drama over the preceding days that I
24 wanted to extricate myself from, so I kind of kept
25 myself out of it.                                         11:14",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=12
11.pdf,DATE,12,a wedding weekend,,"1       Q   When you say ""interpersonal drama,"" are         11:14
2 you referring to interpersonal drama between you and
3 Rocky, or other people?
4       A   No.  Other people in the group.  It was a
5 pretty large group in pretty tight circumstances and      11:14
6 a very stressful time for everybody.  Lots of
7 travel, big wedding, things of that nature.  There
8 was, you know, the normal -- the normal
9 interpersonal issues that occur between very close
10 friends and family on a wedding weekend.                  11:14
11       Q   I know it was a certain -- it was a
12 substantial period of time ago, but if -- it's a
13 matter of some significance if you hear that
14 somebody has beat your wife; correct?
15       A   I wouldn't characterize it that way.            11:15
16       Q   Somebody has been violent with your wife;
17 correct?
18       A   I wouldn't characterize it that way
19 either.
20       Q   Well, how would you characterize it?            11:15
21       A   I would characterize it as there was some
22 kind of physical contact, and, quite frankly, I --
23 it didn't seem serious.  They didn't portray it that
24 way, they portrayed it differently, and I trusted
25 them.                                                     11:15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=12
11.pdf,timexy,14,four weeks,"TIMEX3 type=""DURATION"" value=""P4W""","1 regularly.                                                11:20
2       Q   You mentioned Amber, and I apologize for
3 being lawyerly, but we have to lay a foundation.
4           Who -- who is Amber Heard?
5       A   Johnny's ex-wife.                               11:21
6       Q   When did you first meet Amber Heard?
7       A   Probably about three or four weeks after
8 Raquel and I had started dating very early on.
9       Q   Is it fair to say that Amber Heard and",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,14,16 2003,,"10 Rocky were friends?                                       11:21
11       A   They were, yes.
12       Q   In fact, isn't it fair to say they were
13 best friends?
14       A   Yes.
15       Q   Do you understand that they met back in         11:21
16 2003?
17       A   Yes.
18       Q   And you know that because Rocky told you
19 that at some point, correct?
20       A   Correct.                                        11:21
21       Q   Who is Johnny Depp?
22       A   Amber's ex-husband.
23       Q   When did you first meet Johnny Depp?
24       A   Shortly after I met Amber.  I want to say,
25 if memory serves, about five or six weeks after           11:21
Page 22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,timexy,14,six weeks,"TIMEX3 type=""DURATION"" value=""P6W""","10 Rocky were friends?                                       11:21
11       A   They were, yes.
12       Q   In fact, isn't it fair to say they were
13 best friends?
14       A   Yes.
15       Q   Do you understand that they met back in         11:21
16 2003?
17       A   Yes.
18       Q   And you know that because Rocky told you
19 that at some point, correct?
20       A   Correct.                                        11:21
21       Q   Who is Johnny Depp?
22       A   Amber's ex-husband.
23       Q   When did you first meet Johnny Depp?
24       A   Shortly after I met Amber.  I want to say,
25 if memory serves, about five or six weeks after           11:21
Page 22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,14,February of 2015,,"1       Q   You testified that you attended the             11:23
2 wedding, and I apologize if you've already said the
3 date, but do you know approximately when that was?
4       A   I want to say it was February of 2015, or
5 February of 2016.                                         11:23
6       Q   Sitting here today, do you know when they
7 got divorced?
8       A   Officially?  I mean, I know when they
9 separated, obviously.  Couldn't tell you.  I want to",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,14,February of 2016,,"1       Q   You testified that you attended the             11:23
2 wedding, and I apologize if you've already said the
3 date, but do you know approximately when that was?
4       A   I want to say it was February of 2015, or
5 February of 2016.                                         11:23
6       Q   Sitting here today, do you know when they
7 got divorced?
8       A   Officially?  I mean, I know when they
9 separated, obviously.  Couldn't tell you.  I want to",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,14,between three and,,"10 say it was between three and five months after that       11:24
11 May 21st incident.
12       Q   Is it your understanding that Mr. Depp and
13 Ms. Heard separated on or after May 21, 2016?
14       A   I'm aware of that, yes.
15       Q   Did Mr. Depp ever come -- well, I'm             11:24
16 getting ahead of myself.
17           Have you ever lived at a building located
18 at 849 South Broadway in Los Angeles, known as the
19 Eastern Columbia Building?
20       A   Correct.                                        11:24
21       Q   Did you live in the condo known as
22 Penthouse 1?
23       A   Correct.
24       Q   With whom did you live in the Penthouse 1?
25       A   Raquel Pennington.                              11:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,timexy,14,five months,"TIMEX3 type=""DURATION"" value=""P5M""","10 say it was between three and five months after that       11:24
11 May 21st incident.
12       Q   Is it your understanding that Mr. Depp and
13 Ms. Heard separated on or after May 21, 2016?
14       A   I'm aware of that, yes.
15       Q   Did Mr. Depp ever come -- well, I'm             11:24
16 getting ahead of myself.
17           Have you ever lived at a building located
18 at 849 South Broadway in Los Angeles, known as the
19 Eastern Columbia Building?
20       A   Correct.                                        11:24
21       Q   Did you live in the condo known as
22 Penthouse 1?
23       A   Correct.
24       Q   With whom did you live in the Penthouse 1?
25       A   Raquel Pennington.                              11:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,14,May 21st,,"10 say it was between three and five months after that       11:24
11 May 21st incident.
12       Q   Is it your understanding that Mr. Depp and
13 Ms. Heard separated on or after May 21, 2016?
14       A   I'm aware of that, yes.
15       Q   Did Mr. Depp ever come -- well, I'm             11:24
16 getting ahead of myself.
17           Have you ever lived at a building located
18 at 849 South Broadway in Los Angeles, known as the
19 Eastern Columbia Building?
20       A   Correct.                                        11:24
21       Q   Did you live in the condo known as
22 Penthouse 1?
23       A   Correct.
24       Q   With whom did you live in the Penthouse 1?
25       A   Raquel Pennington.                              11:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,timexy,14,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","10 say it was between three and five months after that       11:24
11 May 21st incident.
12       Q   Is it your understanding that Mr. Depp and
13 Ms. Heard separated on or after May 21, 2016?
14       A   I'm aware of that, yes.
15       Q   Did Mr. Depp ever come -- well, I'm             11:24
16 getting ahead of myself.
17           Have you ever lived at a building located
18 at 849 South Broadway in Los Angeles, known as the
19 Eastern Columbia Building?
20       A   Correct.                                        11:24
21       Q   Did you live in the condo known as
22 Penthouse 1?
23       A   Correct.
24       Q   With whom did you live in the Penthouse 1?
25       A   Raquel Pennington.                              11:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14
11.pdf,DATE,15,8 October or November of 2015,,8 October or November of 2015.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=15
11.pdf,DATE,15,about June of 2014,,14 in or about June of 2014?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=15
11.pdf,timexy,16,18 years,"TIMEX3 type=""DURATION"" value=""P18Y""","1 [sic] background prior to becoming a security --          11:30
2       A   Mr. Bett's?
3       Q   Mr. Bett's.
4       A   Yes.  He was an LAPD detective, is my
5 understanding.                                            11:30
6       Q   And do you know for what period of time --
7       A   I do not.
8       Q   -- he served in that capacity?
9       A   I do not.
10       Q   Do you know that he served in law               11:30
11 enforcement for 18 years?
12       A   I -- I'm learning that now.
13       Q   What about Jerry?  Do you -- do you -- are
14 you referring to Jerry Judge?
15       A   Correct.                                        11:30
16       Q   Did you have any communications with
17 Mr. Judge over the -- your tenure?
18       A   Quite a bit.
19           MS. KAPLAN:  Mr. Chew, I -- I hate to
20 interrupt you, but I've already worked out this           11:31
21 morning, so when you go back to the exhibit, if you
22 could notify me and then I'll come back, so I won't
23 have to stand the whole time.
24 BY MR. CHEW:
25       Q   All right.  I -- I will just ask you --         11:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=16
11.pdf,DATE,17,the weekend,,5 observe her on the weekend of her wedding with            11:35,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=17
11.pdf,DATE,17,the weekend,,5 observe her on the weekend of her wedding with            11:35,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=17
11.pdf,DATE,17,the weekend,,5 observe her on the weekend of her wedding with            11:35,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=17
11.pdf,DATE,18,the weekend,,"10       Q   Which drugs did she use?                        11:38
11       A   Are we referring to that weekend
12 specifically, or are we talking --
13       Q   Well, let's start with the weekend, and
14 then we'll go general.
15           What drugs was she using that weekend?          11:38
16       A   To my knowledge, mushrooms and wine.
17       Q   Now let's broaden it out.  Putting aside
18 the wedding, what drugs did she use?
19           MS. VIGLIETTA:  Objection.  Calls for
20 speculation; lacks foundation.                            11:39
21           The question is:  In general, what drugs
22 does Ms. Heard use?  So to the extent that you know.
23           THE WITNESS:  Mushrooms, LSD, cocaine,
24 Ecstasy.
25 BY MR. CHEW:                                              11:39",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=18
11.pdf,DATE,18,that weekend,,"10       Q   Which drugs did she use?                        11:38
11       A   Are we referring to that weekend
12 specifically, or are we talking --
13       Q   Well, let's start with the weekend, and
14 then we'll go general.
15           What drugs was she using that weekend?          11:38
16       A   To my knowledge, mushrooms and wine.
17       Q   Now let's broaden it out.  Putting aside
18 the wedding, what drugs did she use?
19           MS. VIGLIETTA:  Objection.  Calls for
20 speculation; lacks foundation.                            11:39
21           The question is:  In general, what drugs
22 does Ms. Heard use?  So to the extent that you know.
23           THE WITNESS:  Mushrooms, LSD, cocaine,
24 Ecstasy.
25 BY MR. CHEW:                                              11:39",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=18
11.pdf,DATE,19,"September 14th, 2009",,"1       Q   Who was Tasya van Ree?                          11:41
2       A   Amber's ex-wife.
3       Q   Did you ever meet her?
4       A   Maybe once or twice in passing.
5       Q   When did you meet her?                          11:41
6       A   Couldn't tell you.
7       Q   Are you aware that Ms. Heard was arrested
8 for assault on Ms. van Ree on or about
9 September 14th, 2009?
10       A   I am.                                           11:41
11       Q   What, if any, conversations have you --
12 did you have with Rocky about that incident?
13       A   Very little, to be very honest with you.
14       Q   Do you recall anything about it?
15       A   Only -- to be honest, I only recall it          11:41
16 coming up specifically following the final incident
17 with Johnny, and that even in meeting her in passing
18 previously, it actually hadn't been brought up at
19 all.  They were friendly.
20       Q   And she didn't mention it to you?               11:42
21       A   Correct.
22       Q   Did Rocky ever tell you, in words or
23 substance, that Amber Heard has a personality
24 disorder?
25       A   No.                                             11:42",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=19
11.pdf,timexy,19,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","1 vein.                                                     11:43
2           There were other times when things were
3 not good, and there were arguments, or there were
4 fights, and things were not going well.  And the
5 context varied based on circumstances.                    11:43
6       Q   Mr. Drew, moving to April 21, 2016, do you
7 recall that there was to have been a birthday
8 celebration that night?
9       A   Yes.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=19
11.pdf,DATE,19,PH 5,,"10       Q   Was that Amber Heard's birthday?                11:43
11       A   Yes.
12       Q   Do you recall which birthday it was or how
13 old she was?
14       A   It was her 30th.  I catered it.
15       Q   What do you recall about that evening?          11:43
16       A   I recall it was held in PH 5.  Johnny was
17 hours late, and Amber spent the better part of the
18 evening making excuses for him.  And he came very
19 obviously intoxicated and put on a show for
20 everybody.                                                11:44
21           And when the party was over, everybody
22 left, cleaned up, and the next morning we heard
23 about what had transpired after the fact.
24       Q   Thank you for that.  And let's unpack it
25 piece by piece.                                           11:44",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=19
